Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,RAtt,RYds,RTD,Lng,Tgt,Rec,WYds,WTD,Lng,Fmb,FL
Philip Rivers\RivePh00,SDG,29,37,337,3,2,2,14,80,109.1,2,5,0,4,0,0,0,0,0,0,0
Ryan Mathews\MathRy00,SDG,0,0,0,0,0,0,0,0,,17,54,0,10,6,5,22,0,8,0,0
Jackie Battle\BattJa00,SDG,0,0,0,0,0,0,0,0,,1,21,0,21,0,0,0,0,0,0,0
Ronnie Brown\BrowRo05,SDG,0,0,0,0,0,0,0,0,,4,18,0,16,3,3,6,0,5,0,0
Le'Ron McClain\McClLe00,SDG,0,0,0,0,0,0,0,0,,2,5,0,6,0,0,0,0,0,0,0
Danario Alexander\AlexDa00,SDG,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,134,1,80,0,0
Malcom Floyd\FloyMa00,SDG,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,63,1,22,0,0
Antonio Gates\GateAn00,SDG,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,57,1,33,0,0
Eddie Royal\RoyaEd00,SDG,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,36,0,20,0,0
Dante Rosario\RosaDa00,SDG,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,11,0,11,0,0
Robert Meachem\MeacRo00,SDG,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0
Randy McMichael\McMiRa01,SDG,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0
Josh Freeman\FreeJo00,TAM,14,20,210,2,0,1,5,54,137.5,1,4,0,4,0,0,0,0,0,0,0
Doug Martin\MartDo00,TAM,0,0,0,0,0,0,0,0,,19,68,0,14,3,3,51,0,42,0,0
LeGarrette Blount\BlouLe00,TAM,0,0,0,0,0,0,0,0,,1,3,0,3,0,0,0,0,0,0,0
Mike Williams\WillMi04,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,64,0,54,0,0
Vincent Jackson\JackVi00,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,59,0,31,0,0
Tiquan Underwood\UndeTi00,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,22,1,15,0,0
Luke Stocker\StocLu00,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,0,11,0,0
Dallas Clark\ClarDa00,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,1,3,0,0
Erik Lorig\LoriEr99,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
Chris Owusu\OwusCh00,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
Danny Ware\WareDa00,TAM,0,0,0,0,0,0,0,0,,1,-1,0,-1,0,0,0,0,0,0,0
