Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,RAtt,RYds,RTD,Lng,Tgt,Rec,WYds,WTD,Lng,Fmb,FL
Tony Romo\RomoTo00,DAL,21,32,250,2,0,1,11,47,110.2,2,-1,0,0,0,0,0,0,0,1,1
DeMarco Murray\MurrDe00,DAL,0,0,0,0,0,0,0,0,,28,115,1,25,6,6,31,0,14,0,0
Joseph Randle\RandJo01,DAL,0,0,0,0,0,0,0,0,,5,52,0,38,0,0,0,0,0,0,0
Terrance Williams\WillTe01,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,70,0,47,0,0
Dez Bryant\BryaDe01,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,10,4,63,0,23,0,0
Jason Witten\WittJa00,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,24,1,21,0,0
Cole Beasley\BeasCo00,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,11,0,11,0,0
Gavin Escobar\EscoGa00,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,2,1,2,0,0
Tyler Clutts\ClutTy00,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,1,0,0
Lance Dunbar\DunbLa00,DAL,0,0,0,0,0,0,0,0,,1,-4,0,-4,4,4,48,0,21,0,0
Russell Wilson\WilsRu00,SEA,14,28,126,0,1,2,0,53,47.6,2,12,1,9,0,0,0,0,0,1,0
Marshawn Lynch\LyncMa00,SEA,0,0,0,0,0,0,0,0,,10,61,0,32,2,1,1,0,1,0,0
Robert Turbin\TurbRo00,SEA,0,0,0,0,0,0,0,0,,2,10,0,7,0,0,0,0,0,0,0
Jermaine Kearse\KearJe01,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,62,0,53,0,0
Doug Baldwin\BaldDo00,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,32,0,20,0,0
Luke Willson\WillLu00,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,11,0,10,0,0
Ricardo Lockette\LockRi00,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0
Cooper Helfet\HelfCo00,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0
Percy Harvin\HarvPe00,SEA,0,0,0,0,0,0,0,0,,3,-1,0,0,4,3,0,0,5,0,0
Bryan Walters\WaltBr00,SEA,0,0,0,0,0,0,0,0,,1,-2,0,-2,3,1,5,0,5,0,0
