Player,Tm,Cmp,Att,Yds,TD,Int,Sk,LYds,Lng,Rate,RAtt,RYds,RTD,Lng,Tgt,Rec,WYds,WTD,Lng,Fmb,FL
Case Keenum\KeenCa00,HOU,16,29,159,1,1,1,6,27,68.0,1,13,0,13,0,0,0,0,0,1,0
Matt Schaub\SchaMa00,HOU,17,29,198,1,1,2,28,46,76.5,1,7,0,7,0,0,0,0,0,0,0
Ben Tate\TateBe00,HOU,0,0,0,0,0,0,0,0,,14,53,0,9,4,2,3,0,5,0,0
Dennis Johnson\JohnDe02,HOU,0,0,0,0,0,0,0,0,,3,10,0,6,1,1,4,0,4,0,0
Andre Johnson\JohnAn02,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,21,13,154,0,27,0,0
DeAndre Hopkins\HopkDe00,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,76,0,46,0,0
Garrett Graham\GrahGa00,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,14,8,73,1,22,0,0
Keshawn Martin\MartKe01,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,28,1,14,0,0
Ryan Griffin\GrifRy00,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,10,0,10,0,0
DeVier Posey\PoseDe00,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,9,0,0
Greg Jones\JoneGr01,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
Chad Henne\HennCh01,JAX,12,27,117,2,0,1,6,41,81.9,4,33,0,14,0,0,0,0,0,0,0
Ace Sanders\SandAc00,JAX,1,1,21,1,0,0,0,21,158.3,1,0,0,0,6,3,26,0,11,0,0
Maurice Jones-Drew\DrewMa00,JAX,0,0,0,0,0,0,0,0,,14,103,0,48,3,2,20,0,15,0,0
Jordan Todman\TodmJo00,JAX,0,0,0,0,0,0,0,0,,7,14,0,13,2,1,21,1,21,0,0
Marcedes Lewis\LewiMa00,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,42,1,41,0,0
Mike Brown\BrowMi00,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,16,0,8,0,0
Cecil Shorts\ShorCe00,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,13,1,7,0,0
Denard Robinson\RobiDe00,JAX,0,0,0,0,0,0,0,0,,2,-1,0,2,0,0,0,0,0,0,0
